,name,new_price,old_price,discount,rating,votes
453,Crinoline Light Pink,"KSh 3,082","KSh 6,163",50%,,
454,915 Generation 12Pcs Leather Heart Corner BookmarkCute Bookmarks for Women Handmade Book Accessories for Reading Lovers,"KSh 1,098","KSh 2,031",46%,,
455,Pet Plastic Squeeze Bottle 30m-100ml-250 Ml Dropper Bottles,KSh 180 - KSh 368,KSh 300 - KSh 613,40%,,
456,42 PCS Sandpaper Sand Paper Wet Dry Sanding Paper for Wood,"KSh 1,790","KSh 3,580",50%,,
457,"Airbrush 0.2mm Needle, Nozzle, Cap Kit G22,G23,G24,G25,G26,G34,G39",KSh 543,"KSh 1,085",50%,,
458,For-Audi A4 TT Beetle Golf Passat Jetta 1.8T Camshaft Timing Chain Tensioner Solenoid Kit 058109088L 058198217 058109229,"KSh 10,385",,,,
459,2 Pcs Night Driving Warning Gecko Strip Light Reflector Safety Warning Mark Cars Auto Exterior Accessories Yellow,KSh 196,KSh 392,50%,,
460,7-Speed DQ200 0AM VOL DSG Transmission Solenoid Valves Body Cover /Oil Pan + Gasket for -Audi Skoda 0AM325219C,"KSh 6,473",,,,
461,Vintage Wire Wrap Butterfly Gemstone Rose Quartz Amethyst Opalite Healing Crystal Pendant Necklace-B,KSh 380,KSh 691,45%,,
462,Y2k Fake Black Nail Long Ballet Reusable Adhesive Acrylic,KSh 924,"KSh 1,540",40%,,
463,7 Styles Rolling Pin Colorful Pastry Emas Descriptioned,"KSh 3,151","KSh 6,302",50%,,
464,915 Generation New Popular Children'S Cat Ear Sunshade Sunglasses,KSh 269,KSh 525,49%,,
465,Gear Box 720 Coreless Cw Motor +Propeller Combo,KSh 589,"KSh 1,111",47%,,
466,2Pcs for XK.2.K110.011 Tail Motor for Wltoys XK K110 RC Helicopter Parts Accessories,KSh 935,"KSh 1,869",50%,,
467,Budget Binder with Zipper Envelopes A6 PU Budget Planner Stickers and Accessories 6-Ring Binder Saving Money Organizer A,"KSh 1,947","KSh 3,737",48%,,
468,"915 Generation Animal Silicone Mold, DIY Silicone Candle Mold, 3D Mold",KSh 525,KSh 919,43%,,
469,2PCS Straw Woven Flower Basket Plant Decoration Home,KSh 983,"KSh 1,946",49%,,
470,Gestures Induction UFO UFO Four-axis Induction Aircraft New,"KSh 1,984","KSh 3,307",40%,,
471,"Car Clock Luminous Dashboard Clock Automobiles Internal Stick-on Digital Watch Mechanics Quartz Clocks Accessories, B",KSh 608,,,,
472,Ebike Light Switch+Horn and Turning Light Switch Scooters Electric Bicycle Intelligent Mountain Bike Parts Accessories,"KSh 1,870",,,,
473,"915 Generation 2PCS 3 Inch Microfiber Wax Collecting Tray, Auto Beauty",KSh 559,"KSh 1,063",47%,,
474,100Pcs Quality Courier Bag Parcel Packaging Bag No Pocket,"KSh 4,088","KSh 7,359",44%,,
475,Red No 23 Number Basketball Uniform Suit Children Outdoor Sportswear,"KSh 2,800",,,,
476,Acrylic Clear Cosmetic Makeup Container Storage Box,"KSh 2,990","KSh 4,000",25%,3 out of 5,3 out of 5(1)
477,Tpr050 Continental Home Simple Car Sofa Cushion Waist Pillow Case Geometry,KSh 345,KSh 680,49%,,
478,915 Generation Belushi New Model Watches Men Simple Quartz Wristwatch,"KSh 3,125","KSh 5,876",47%,,
479,Fashion Fashion Acrylic Dangle Earring For Women Acetate,KSh 226,KSh 407,44%,,
480,915 Generation Silent LED Cooling Fan for PC Case CPU Cooler (),"KSh 4,126","KSh 7,633",46%,,
481,Trendy 12Pcs Ear Clip Set Creative Simple C-Shaped Letter,KSh 255,KSh 459,44%,,
482,915 Generation Linen Pillow Case - Decorative Flower 18 x 18 Inches Set of,"KSh 1,794","KSh 3,139",43%,,
483,915 Generation Automatic Irrigate Pot Transparent Lazy Round Basin White,KSh 821,"KSh 1,560",47%,,
484,"Mini Dehumidifier Household Bedroom Mute Small Dehumidifier Moisture-Proof Dehumidifier Moisture Absorber US Plug,White","KSh 12,361","KSh 24,721",50%,,
485,Digital PH Meter LCD Display Digital Water PH Tester Meter,KSh 796,"KSh 1,274",38%,,
486,2Pcs Monarch Butterfly Mobile Phone Lanyard ID Card U Disk Camera Tag Hanging Neck Key Chain Jewelry Lanyard,KSh 320,,,,
487,"Acrylic Round Cake Discs Set,Buttercream Cake Decorating Tools with 2 Round Discs,2 Icing Scraper for Bakery Pastry Cake","KSh 2,417","KSh 4,834",50%,,
488,10Pcs 3D Analog Joystick Rocker Sticker Controller Thumbstick Module Game Replacement for Sony PlayStation 4 PS4 Pro,"KSh 1,313",,,,
489,New 7654436 APS0501 for Ford Sierra Cosworth Ferrarif 40 Lancia Delta Integrale MAP Manifold Pressure Sensor,"KSh 2,550","KSh 5,100",50%,,
490,IRS2092 Class D Home Audio Amplifier Board DIY Assembly Power Amplifier Board Digital Audio Amplifier Board,"KSh 9,411","KSh 18,821",50%,,
491,10 Pcs Black Kraft Paper Bag Portable Bronzing Paper Bag Birthday Gift Paper Bag for Parties and Shopping(Love Heart),"KSh 1,246","KSh 2,492",50%,,
492,915 Generation 8 Pieces Leather Heart Bookmark Page Corner Book Marker,KSh 691,"KSh 1,209",43%,,
493,Bicycle Phone Holder Motorcycle Handlebar Mobilephone Support Aluminum Alloy 360 Rotation Road Bike Mount Accessories B,"KSh 1,029","KSh 1,871",45%,,
494,B250 BTC Mining Motherboard 12 PCI-E Graphics Card Slot LGA 1151 DDR4 32G 2400/2133 MHz RAM SATA3.0 USB3.0 Motherboard,"KSh 29,792","KSh 59,584",50%,,
495,500Pcs Kraft Paper Handmade With Love Sticker Decorative Baking,"KSh 1,440","KSh 2,870",50%,,
496,915 Generation Lyre Beginner 16- Lyre Small Harp Small Portable,"KSh 11,149","KSh 21,183",47%,,
497,Steel Rubber Hammer Metal Finger Size Measuring Wire Wrap,"KSh 6,182","KSh 12,364",50%,,
498,"Onikuma Gaming Headset For PS4 PC Xbox One, For Switch,","KSh 4,307","KSh 7,407",42%,,
499,XH-M239 Lithium Battery 18650 True Capacity Tester Module MaH/MwH Measurement High Precision Tool Accessories,"KSh 1,716","KSh 3,431",50%,,
500,Dynamic Turn Signal Light Sequential Blinker Lamps LED Side Marker Lamps for Subaru Impreza WRX STI GDA GDB White,"KSh 1,558",,,,
501,Car Steering Wheel Paddle Shifter for-Audi A3 S3 8V A4 S4 RS4 A5 S5 RS5 B7 B8 B9 TT TTS TTRS R8 Car Accessories C,"KSh 14,473","KSh 28,946",50%,,
502,USB Charging Bicycle Warning Tail Light Bicycle Charging Tail Light Outdoor Riding LED Highlight Bicycle Light Red,KSh 282,KSh 564,50%,,
503,Acara For Jeep Wrangler JKU 07-18 4-door Car Modification Door Door Hinge Repair Kit,"KSh 1,370","KSh 2,740",50%,,
504,Fashion (grey Black)2023 Fashion Style Richardson Baseball Cap Men Women Streetwear,"KSh 2,116","KSh 3,649",42%,,
505,"30Pack Travel Style Wall Collage Kit Aesthetic Pictures, Bedroom Decor for Wall",KSh 752,"KSh 1,503",50%,,
506,XH-M239 Lithium Battery 18650 True Capacity Tester Module MaH/MwH Measurement High Precision Tool Accessories,"KSh 1,716","KSh 3,431",50%,,
507,Brookside RGB Colorful mini Cute LED Christmas Tree Christmas Decoration Night Light,KSh 311,KSh 622,50%,,
508,Color Thin Iron Wire 40 Meters Model Iron Wire Col,"KSh 4,676",,,,
509,800PCS Crimp Cable Terminals Set Kit Insulated Wire,"KSh 5,210","KSh 8,684",40%,,
510,300 PCS Cute Animal Stickers Water Bottle Stickers for Kids Laptop Stickers for Kids Teens Toddlers Room Decorations,"KSh 1,001","KSh 2,002",50%,,
511,"Iron Art Nordic Style Light Luxury Marble Pattern Fruit Bowl for Kitchen Counter Pedestal Fruit Bowl for Table, Green, S","KSh 6,229","KSh 12,458",50%,,
512,Under The Shelf Kitchen Hooks Utensils Hooks Holder Organizer,KSh 485,,,,
513,CMI8738 Chipset Stereo Sound PCI Port Audio Card Supports 2/4CH and DLS with Driver CD for Desktop PC Computer,"KSh 1,662","KSh 3,324",50%,,
514,Ignition Coil For Yamaha Outboard F 9.9HP - 20HP 15HP 40HP 6F5 Type C,"KSh 3,163","KSh 3,796",17%,,
515,8 Inch 7 In 1 Air Fryer Accessories Set Kit Parts Metal,"KSh 3,817","KSh 7,634",50%,,
516,Set Of 12 Curtain   With Clip And Hook Window Drapes Bronze 25mm,KSh 726,KSh 871,17%,,
517,"Stainless Steel French Rolling Pin For Baking,with Smooth","KSh 1,030","KSh 2,060",50%,,
518,Radiator Fan Temperature Switch Thermal Switch for Toyota Corolla Estate Wagon 1.3 Paseo Starlet 1.0 89428-12150,"KSh 1,358","KSh 2,715",50%,,
519,Fake  Halloween Costume Cosplay Fangs False,KSh 535,KSh 696,23%,,
520,1 Piece Fog Lamp Cover for Pajero V93 Front Lamp Cover for Montero V98 V95 V87,"KSh 2,310","KSh 4,620",50%,,
521,7Inch 1800LM 18W Waterproof Spot Flood Combo Light Ultra-Slim Single Row Off Road LED Light Bar for Trucks ATV Boat Cars,"KSh 1,440","KSh 2,809",49%,,
522,DC-DC DC-AC Pure Sine Wave Inverter Generator SPWM Boost Driver Board EGS002 EG8010(LCD),KSh 731,"KSh 1,382",47%,,
523,3 Pcs for Xiaomi Mijia STYTJ05ZHM Robot Vacuum Cleaner Spare Parts Dust Bag Garbage Bag Millet Sweeper Accessories,KSh 669,"KSh 1,338",50%,,
524,H6T12272A Ignition Coil for MITSUBISHI CHARIOT GRANDIS 97-2003 GALANT VI SPACE RUNNER WAGON 2.4 98-04 MD355008,"KSh 11,923",,,,
525,"Optical Fiber Identifier + VFL + LED Light, OFI Live Fiber","KSh 25,206","KSh 39,069",35%,,
526,Mini Spot Welder Kit Portable Digital Display Spot Welding Machine Weld Tools for Nickel Plated 18650 Battery Pack,"KSh 9,981","KSh 19,962",50%,,
527,Car 8Pcs Door Handle Cover for Toyota Highlander Avalon Camry Sienna Tacoma 4Runner Lexus GS300/350/430/460 Carbon,"KSh 1,837","KSh 3,674",50%,,
528,915 Generation Electric Food Chopper Garlic Pounder Meat Grinder Mini,"KSh 2,334","KSh 4,434",47%,,
529,Brookside Fridge Door Lock for Kitchen Safety GuardRefrigerator Freezer Door Lock for Baby Child Toddler Pet Proof Safety 3 Pack,KSh 872,"KSh 1,743",50%,,
530,5Pcs Non Scratched Plastic Black Felt Edge Squeegee Car Boat Motorcycle Vinyl Car Film Scraper,KSh 794,"KSh 1,588",50%,4 out of 5,4 out of 5(1)
531,"Rapid Solar Backpack Charger for Laptops Includes Power Bank Powers Laptops Including Phones USB Devices, More","KSh 11,804",,,,
532,Ignition Coil Repair Rubber Boots Turret for Mitsubishi,"KSh 1,764","KSh 2,772",36%,,
533,12Pcs Self-Adhesive Acoustic Panels Decor,"KSh 5,292","KSh 8,316",36%,,
534,2.4GHz Wireless Presenter USB Laser Pointer,"KSh 4,026","KSh 4,830",17%,,
535,"Polishing Block, Diamond Grinding Block Hand Polishing Pad for Sanding Concrete Glass Stone Granite Marble - 400","KSh 1,024","KSh 2,048",50%,,
536,Motorcycle Conjoined Raincoat/Overalls Men And Women M,"KSh 5,435","KSh 10,870",50%,,
537,2Pcs Clean Cut Profesional Edger Paint Brush Edger Brush,"KSh 1,569","KSh 2,824",44%,,
538,Multifunctional Indoor Temperature and Humidity Meter Clock Large Screen Alarm Clock Kitchen Electronic Countdown Timer,"KSh 1,079","KSh 1,962",45%,5 out of 5,5 out of 5(1)
539,Dummy Battery Charger DC AC Coupler Adapter Male Connector,"KSh 4,744","KSh 7,352",35%,,
540,High Power Led Flashlight 1000 High Lumens Led Flashlight 3 Modes Handheld Flashlight for Camping Hiking Emergency,"KSh 3,436","KSh 6,872",50%,,
541,"Handheld Mini USB Fan, Portable USB Pocket Fan Rechargeable with Holder, 3 Speeds Adjustable Design Suitable for Kids",KSh 646,"KSh 1,291",50%,,
542,Outdoor/Indoor Foldable Portable Clothes Drying Rack,"KSh 5,000",,,1 out of 5,1 out of 5(1)
543,Microfiber Reusable Mop Pads Compatible for Swiffer WetJet,"KSh 2,053","KSh 4,106",50%,,
544,"Huawei Y6 Prime 2018 (3GB+32GB) 5.7Inch, 3000mAh (13MP+8MP) - Black","KSh 10,499","KSh 12,500",16%,3.9 out of 5,3.9 out of 5(33)
545,2Pcs Portable Imitation Rattan Lunch Bags Insulated Thermal Cooler Lunch Box Tote Storage Bag Container Food Picnic Bag,KSh 907,"KSh 1,814",50%,,
546,Electric  Foot Bath Massager For Spa,"KSh 5,000","KSh 7,000",29%,,
547,Oraimo Colorful Light Triple Thumping Bass SoundFlow Wireless Soundbar,"KSh 8,500","KSh 10,500",19%,,
548,For Samsung Galaxy S9 Note9 S8 S7 Edge Leather Flip Case Cover Card,KSh 452,KSh 881,49%,,
549,Lorys Deep Moisturizing Fruit Cocktail Hair Treatment,KSh 560 - KSh 830,,,,
550,Plastic Chicken Wire Fence Mesh Lightweight Durable,"KSh 2,102","KSh 4,203",50%,,
551,915 Generation 2P 63A 230V MCB Type Dual Power Automatic Transfer Switch,"KSh 7,766","KSh 13,589",43%,,
552,Wood Hand Planer Set Hand Tool Block Plane for Trimming,"KSh 13,952","KSh 25,811",46%,,
553,Aichun Beauty Garlic Hip Enlargement Cream And Lifting Oil--,KSh 699,KSh 999,30%,,
554,DDR4 4GB 2133MHz RAM Desktop Memory PC4-17000 1.2V Memory,"KSh 2,596","KSh 4,905",47%,,
555,Universal Swivel Head Vacuum Cleaner Brush Nozzle Head with Steel Pipe Adapters Floor Nozzle Carpet Cleaner Nozzles,"KSh 3,130","KSh 6,260",50%,,
556,Crankcase Vent Valve PCV &Hose Service Kit 06F103235 06F103221E for Audi A4 VW Jetta Passat 2.0T,"KSh 4,865","KSh 8,853",45%,,
557,Orthopedic Insoles--,KSh 697,KSh 999,30%,,
558,Oraimo Triple Thumping Bass SoundFlow Wireless Speaker,"KSh 8,600","KSh 10,500",18%,,
559,Non-Stick Hamburger Mold Hamburger Press Kitchen Meat for Burgers Shape Burger Maker Device Machine Tool Gadget-A,"KSh 3,700","KSh 7,400",50%,,
560,Bms 4S 18A 16.8V 18650 Lithium Battery Pack Charging Board Overload Short Circuit Protection for Power Bank Power Tools,KSh 410,KSh 820,50%,,
561,Fashion Women Deep Cup Bra Hide Back Bra Shapewear Incorporated Full Back Coverage,"KSh 3,290","KSh 5,672",42%,,
562,915 Generation Alphabet Soft Magnetic Stickers Refrigerator Sticker,"KSh 5,883","KSh 10,884",46%,,
563,Fashion Outdoor Zipline Climbing Pulley Trolley For Outdoo,"KSh 12,530","KSh 25,059",50%,,
564,XINLI Stitching Cloth Textue Shockproof TPU Protective Case With Ring Holder,KSh 899,"KSh 1,284",30%,,
565,Case for S22 purple blue Leather texture elastic wrist strap No128217,"KSh 1,660",,,,
566,Tripod / Stick Wireless Selfie Bluetooth 4 Colors Universal Folding for Gopro Smartphones and Sports Action Camera,"KSh 5,183",,,,
567,Clear Camera Case  Protection For Mini 12 Instant Film Camera Black,"KSh 1,035","KSh 1,242",17%,,
568,Portable Fishing Bag For Fishing Rod Reel Carry Case,"KSh 2,593","KSh 5,185",50%,,
569,Women/Men Stylish Luminous Constellation Quartz Movement Wrist Watch Bracelet,"KSh 1,070","KSh 2,130",50%,,
570,Fighting Belt  Tool Stand-up Fight Belt For Black,"KSh 3,082","KSh 6,163",50%,,
571,M5 DIN912-A2 Stainless Steel Allen Bolt Socket Cap Screws,"KSh 1,092","KSh 2,183",50%,,
572,Portable Fishing Bag For Fishing Rod Reel Carry Case,"KSh 2,489","KSh 4,977",50%,,
573,A2212 930KV Brushless Motor Motor Spare Parts Replacement,"KSh 1,000","KSh 1,999",50%,,
574,1000W Electric Fireplace Heater with Remote Control Fireplace Electric Flame Decoration Portable Space Heater US Plug,"KSh 6,624","KSh 13,248",50%,,
575,915 Generation Steering Wheel Bluetooth Remote Control Button for S3 2014-2,"KSh 8,861","KSh 16,837",47%,,
576,10-20 Double Steel Stockings Short Stockings Women's Socks Spring and Autumn Thin Summer Wear Anti-Snagging Flesh Color Wear-Resistant Black,"KSh 4,640 - KSh 4,937",,,,
577,Solar Deck Light Solar Driveway Lights Solar Step Lights Solar Step Light Outdoor for Driveway Sidewalk Garden Courtyard,"KSh 4,314","KSh 8,628",50%,,
578,"Fashion Y-09 Long Tube Outdoor Running Pressure Socks Football Socks, Size: Free Size(White Grey)",KSh 899,"KSh 1,618",44%,,
579,Remote Control for To Enseo 815-00025 clean remote to hotelo hospital,"KSh 5,039","KSh 6,299",20%,,
580,Rhinestone Flat Back Buttons Jewellery Making Decor Phone Navy Blue,KSh 976,"KSh 1,464",33%,,
581,"915 Generation 5Pcs Acoustic Foam Panels, Studio Soundproof","KSh 2,927","KSh 5,124",43%,,
582,XINLI Stitching Cloth Textue Shockproof TPU Protective Case With Ring Holder,KSh 899,"KSh 1,284",30%,,
583,For Samsung Galaxy S22 Ultra 5G Cosmic Star TPU Case,KSh 499,KSh 848,41%,,
584,Dr. Rashel Vitamin C Brightening & Anti-Aging EYE Serum -30ml,KSh 599,KSh 999,40%,,
585,6 Pieces Drum Bolts Drum Tension Rods Long Screws Set For Dr,"KSh 1,070","KSh 2,139",50%,,
586,ARC-16R 16-Channel Wireless Remote Control Receiver Wireless Follow Focus Device Model Airplane RC Rudder Motor Control,"KSh 2,833","KSh 5,525",49%,,
587,36V/48V 500W/750W Electric Bike Brushless Motor,"KSh 17,254","KSh 32,610",47%,,
588,4x 100  Ferrules   Sleeves Ferrules For  Line And,KSh 384,KSh 499,23%,,
589,Temperature Ring Fashion Smart Stainless Steel Classic,KSh 255,KSh 459,44%,,
590,Motorcycle Pants Racing Windproof With Kneepad Winter Or Summer Riding Tribe,"KSh 7,378","KSh 14,165",48%,,
591,Motorcycle Pants Racing Windproof With Kneepad Winter Or Summer Riding Tribe,"KSh 7,302","KSh 14,019",48%,,
592,Motorcycle Racing Pant Breathable Drop Resistance Pants For Riding Tribe HP-8,"KSh 8,568","KSh 16,450",48%,,
593,Aichun Beauty Garlic Hip Enlargement Lifting Firming Cream -,KSh 699,KSh 999,30%,,
594,Diy Sound And Light Earthquake Alarm Physical Expe,"KSh 5,719",,,,
595,26pcs/lot American Comic Teen Titans Go Stickers F,"KSh 4,350",,,,
596,6-In-1 Digital Water Analyzer PH/EC/TDS/Salt/Gross,"KSh 16,837","KSh 26,097",35%,,
597,Non-Stick Electric Crepe Maker Pancake Machine Griddle Baking Pan Cake Machine Kitchen Cooking ToolsEu Plug,"KSh 3,937",,,,
598,Leather Phone Case For BLU G91(Blue),KSh 699,KSh 999,30%,,
599,2pcs/set Stainless Steel Wine Glasses For White Red Wine Cocktail With,"KSh 4,580","KSh 9,150",50%,,
600,Autumn/winter Printed Leopard Brushed Touch-screen,"KSh 4,568",,,,
601,1/4Pcs Tempered Glass For OnePlus 7 Pro 7T-Pro 3D Curved Anti Scratch Screen Protector Glass Film,KSh 999,,,,
602,915 Generation Female Simple Bracelet Necklace Small Red Rope Couple Bracel,"KSh 1,416","KSh 2,691",47%,,
603,Miniature Stroller Trolley Nursery Play Toy Simulation Dolls,"KSh 1,070","KSh 2,139",50%,,
604,915 Generation 6 Chrome Tremolo Bridge Saddles For Electric Guitar,KSh 525,KSh 987,47%,,
605,Fashion Lntelligent Wristband Temperature Blood Pressure And,"KSh 4,003","KSh 6,665",40%,,
606,Engine Timing Chain Kit Compatible with for Honda Fit 2009-2013,"KSh 10,470","KSh 19,786",47%,,
607,Maisto Toy/diecast Metal Motorcycle Model/1:18 Sca,"KSh 6,480",,,,
608,Ceramic White Vase Ornament Decorative Accent Piece Party Desktop,"KSh 988 - KSh 1,163","KSh 1,186 - KSh 1,640",33%,,
609,"Digital Torque Wrench Adapter 1/2, 3/8Inch, 1/4Inch-on","KSh 19,269","KSh 29,866",35%,,
610,LCD Screen And Digitizer Fullembly For Xiaomi Mi 5(White),"KSh 3,999","KSh 5,713",30%,1 out of 5,1 out of 5(1)
611,Universal Shelley Capacitive Pen Touch Screen Drawing Pen Stylus For Smartphone Tablet PC - Silver Silver (silver),"KSh 1,380","KSh 2,750",50%,,
612,Set Of Realistic ABS Plastic Antique Blue And White Porcelain Vase,KSh 870,"KSh 1,739",50%,,
613,5mm Bore 16 Teeth Synchronous Timing Belt Pulley S,"KSh 2,150","KSh 4,299",50%,,
614,400x Tiny People Figure For Park Street Scenery Dioramas Standard 1,"KSh 2,097","KSh 3,146",33%,,
615,Waterproof Bluetooth Earphones Headset Fingerprint Headphone,"KSh 2,200","KSh 4,390",50%,,
616,as description,KSh 222,KSh 434,49%,,
617,Integrated Bottom Brackets Seal Design Waterproof,"KSh 2,370","KSh 4,739",50%,,
618,Battery Back Cover For LG Q8(Black),KSh 920,"KSh 1,839",50%,,
619,Lithium Battery Adapter Converter Holder 18V Wire,"KSh 2,030","KSh 4,059",50%,,
620,Sport Finger Arthrosis Band Protect Splint Guard B,"KSh 3,669",,,,
621,Dienya Redmi Note 11 4G Case Dress Thin Hard Protect Case,KSh 410,KSh 700,41%,,
622,4Pcs Universal Kayak Canoe Raft Paddle Oar Drip Rings Splash Guards Ring Paddle Accessories Replacement,KSh 311,KSh 622,50%,,
623,2Pcs 6202RS 15mm Inner 35mm Outer Single Row Deep Groove Ball Bearing,KSh 682,,,,
624,"Case for RENO5 Green Mountain Dai Hard, classic textured metal lens leather, hard and anti fall No133522","KSh 1,575",,,,
625,Newsboy Hat Soft Octagonal Hat 8 Panels Cabbie Hat Black,"KSh 1,372","KSh 1,921",29%,,
626,Acara 2PC Car 24led Flashing Mode Emergency Vehicle Dash Warning Strobe Light Amber White,"KSh 4,802","KSh 9,603",50%,,
627,Soap Dispenser Pump Manual Press Cleaning Liquid,KSh 956,"KSh 1,865",49%,,
628,"High Imitation Drilling Machine Model,1:50 Alloy","KSh 4,243","KSh 5,940",29%,,
629,Gaupucean Men's Loose Casual Knit Leggings With Long Sleeves,"KSh 4,290","KSh 8,190",48%,,
630,915 Generation Electric Coffee Grinder Cereals Nuts Beans Spices Grains,"KSh 6,121","KSh 8,477",28%,,
631,White Polyester Spandex Stretch Wedding Banquet Bar Hotel Chair Arched Cover,"KSh 1,909","KSh 3,817",50%,,
632,Fashion Women's Mid-length Coat Thicken Warm Long Sleeve Top Soft,"KSh 4,481","KSh 8,910",50%,,
633,915 Generation Stand for 14.4-18V Lithium Battery Holder,KSh 716,"KSh 1,346",47%,,
634,"Halloween Gills Fit Grill & Bottom Grill, Removable,",KSh 548,KSh 658,17%,,
635,915 Generation Replacement Remote Control for Pioneer RC-927R AV Amplifier,"KSh 1,173","KSh 2,205",47%,,
636,"Small Clear Plastic Beads Storage Containers Box with Hinged Lid for Accessories,Crafts,Learning Supplies,Screws,Drills",KSh 241,KSh 481,50%,,
637,915 Generation Metal Gear Micro- Servo 9G Servo Motor Anti Blocking Servo,"KSh 1,316","KSh 2,303",43%,,
638,Fashion Ultra-Light Rainproof Windbreaker Jacket Breathable,"KSh 1,281","KSh 2,430",47%,,
639,915 Generation MPPT Solar Charge Controller Multiple Protection Solar Solar QC3.0 Controller with LCD Screen(20A),"KSh 1,669","KSh 3,170",47%,,
640,4x 100  Ferrules   Sleeves Ferrules For  Line And,KSh 384,KSh 499,23%,,
641,Temperature Ring Fashion Smart Stainless Steel Classic,KSh 255,KSh 459,44%,,
642,Motorcycle Pants Racing Windproof With Kneepad Winter Or Summer Riding Tribe,"KSh 7,378","KSh 14,165",48%,,
643,Motorcycle Pants Racing Windproof With Kneepad Winter Or Summer Riding Tribe,"KSh 7,302","KSh 14,019",48%,,
644,Motorcycle Racing Pant Breathable Drop Resistance Pants For Riding Tribe HP-8,"KSh 8,568","KSh 16,450",48%,,
645,Aichun Beauty Garlic Hip Enlargement Lifting Firming Cream -,KSh 699,KSh 999,30%,,
646,1Din 6.2Inch Screen CarPlay Android-Auto Radio Ca,"KSh 16,197","KSh 25,104",35%,,
647,DC-DC Boost Adjustable Module Power Converter 12V Rise,"KSh 1,200","KSh 2,161",44%,,
648,915 Generation 6354 180KV 2300W 3-10S Outrunner Brushless Sensored Motor for Four-Wheel Balancing Electric Skateboards,"KSh 9,388","KSh 17,368",46%,,
649,7-70V 30A PWM DC Motor Speed Controller Switch Control 12V 24V 36V 48V with 30 Amp Fuse,"KSh 1,544","KSh 3,088",50%,,
650,3D Big Skull Candle Mould Aromatherapy Candle Soap Making,"KSh 2,554","KSh 3,958",35%,,
651,TX6S Android 100 Antenna TV  H616  MP2,"KSh 3,078 - KSh 4,109","KSh 4,309 - KSh 5,753",29%,,
652,6-In-1 Digital Water Analyzer PH/EC/TDS/Salt/Gross,"KSh 16,837","KSh 26,097",35%,,
653,"1 Pair Knee Support Breathable Knee Running, Jogging,",KSh 342 - KSh 711,KSh 410 - KSh 853,23%,,
654,Case For OnePlus 9 Side Design Cover Simple Candy Square Edge Pattern Casing,KSh 860,KSh 990,13%,,
655,2pcs/set Stainless Steel Wine Glasses For White Red Wine Cocktail With,"KSh 4,580","KSh 9,150",50%,,
656,Autumn And Winter Girls Leggings Plus Velvet To Keep Warm Children Pants,"KSh 1,440","KSh 2,879",50%,,
657,"915 Generation Lobster Buckle Strap Open Jump Ring Set, Clasp for Jewelry M",KSh 932,"KSh 1,724",46%,,
658,Original CASSY Cathy Cat Street Drink Series Blind Box Toys,"KSh 4,118","KSh 5,775",29%,,
659,2pcs Acrylic Pipe Holder Aquarium Fish Tank Filter Fix Bracket Hook 20mm Dia,"KSh 1,760","KSh 3,519",50%,,
660,Vacuum Food Sealers Kitchen Accessories Sealants Food,"KSh 14,090","KSh 24,293",42%,,
661,Aluminum Italian Moka Espresso Coffee Machine Filter Stove Pot 3 CupsYellow,"KSh 2,532","KSh 5,064",50%,,
662,Safety Glasses Anti Germ Dust Lab Work Eye Protective Eyewear,"KSh 2,082","KSh 4,163",50%,,
663,Fashion Jungle Green Long-sleeved T-shirt,KSh 850,,,4.2 out of 5,4.2 out of 5(5)
664,915 Generation Oral Irrigator USB Rechargeable Water Flosser Portable Dental Water Jet 330ML Water Tank Waterproof Teeth Cleaner Cyan,"KSh 7,115","KSh 13,376",47%,,
665,Aichun Beauty Medical Formula Slimming Body Cream- 100ml-,KSh 699,KSh 999,30%,,
666,Fashion Classic men's quartz watch with simple yet stylish alloy band design,"KSh 1,628",,,,
667,Professional Motherboard H61 LGA 1155 DDR3 RAM USB 2.0 Board Support Core I3 I5 I7 Quad CPU Dual Channel Desktop Computer Mainboard,"KSh 7,991",,,,
668,"Guitar Accessories Kit Including 18 Pieces Thumb and Finger Picks (3 Types),5 Pieces Clear Finger Protectors and 5 Pieces Standard Guitar Picks",KSh 966,"KSh 1,855",48%,,
669,90 Degree Positioning Squares 4.7 x 4.7(12X12cm) Right Angle Clamps Woodworking Carpenter Tool Corner Clamping Square,"KSh 3,698","KSh 7,102",48%,,
670,For Xiaomi Mi Band 3 / 4 / 5 Twill 8-shaped Buckle Elastic Replacement Strap Watchband( Green),KSh 499,KSh 713,30%,5 out of 5,5 out of 5(1)
671,I THES In 5:18 Bible Thanksgiving Quote Art Vinyl Wall,KSh 389,KSh 669,42%,,
672,For IPhone 11 Pro TPU Mobile Phone Case(Single Avocado),KSh 870,"KSh 1,739",50%,,
673,Tecno Spark 7T Case Soft TPU Phone Back Cover,KSh 340,KSh 518,34%,,
674,915 Generation Tablet Case+Screen Protector for ALLDOCUBE Iplay30/Iplay30,"KSh 2,834","KSh 5,386",47%,,
675,915 Generation TYPE-C to M.2 Adapter NVME SSD Adapter NVMe Enclosure M.2,"KSh 1,273","KSh 2,291",44%,,
676,915 Generation as description,KSh 244,KSh 451,46%,,
677,915 Generation Women Messenger Bags Chain Shoulder Bag Leather Beige,"KSh 1,129","KSh 2,145",47%,,
678,Geometric Piano Wallpaper Borders Self Adhesive,"KSh 3,100","KSh 6,199",50%,,
